Title,Source,Content,Result
🔥همدان چهارشنبه تعطیل شداستانداری همدان:🔹با توجه به استمرار شرایط جوی حاکم بر استان شامل بار [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥همدان چهارشنبه تعطیل شد استانداری همدان: 🔹با توجه به استمرار شرایط جوی حاکم بر استان شامل بارش برف و کاهش دما، روز چهارشنبه ۱۰ دی‌ تمامی ادارات دولتی، مؤسسات عمومی، بانک‌ها، دانشگاه‌ها و مراکز آموزش عالی در سراسر استان همدان، به استثنای مراکز امدادی، درمانی و خدماتی تعطیل اعلام شد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: امدادی
2. اولویت: High
3. اقدام: تعطیلی ادارات و دانشگاه‌های همدان به دلیل شرایط جوی نامساعد اعلام شد.
4. محله: نامشخص"
[Video] 📹فیلم/لحظه دلهره آور فرونشست جاده ایذه_دهدز و سقوط کامیون#اطلاع_رسانی_کنید ✅ اخبار   [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",📹فیلم/لحظه دلهره آور فرونشست جاده ایذه_دهدز و سقوط کامیون #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: زیرساخت
2. اولویت: High
3. اقدام: بررسی و ترمیم فوری جاده ایذه_دهدز برای جلوگیری از حوادث بیشتر ضروری است.
4. محله: نامشخص"
🔶در حال بروزرسانی...,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔶در حال بروزرسانی... 🔥۱۳ استان فردا را تعطیل اعلام کردند استان های تعطیل شده تاکنون: ▫️تهران ▫️ همدان ▫️ قم ▫️البرز ▫️مرکزی ▫️ یزد ▫️لرستان ▫️خراسان شمالی ▫️خراسان رضوی ▫️کرمانشاه ▫️کردستان ▫️فارس ▫️سمنان #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره تعطیلی احتمالی مدارس، ادارات و دانشگاه‌ها در خوزستان ضروری است.
4. محله: نامشخص"
#فوری ❄️٢١ استان فردا را به علت برودت هوا تعطیل اعلام کردنداستان های تعطیل شده تاکنون:تهران هم [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری ❄️٢١ استان فردا را به علت برودت هوا تعطیل اعلام کردند استان های تعطیل شده تاکنون: تهران همدان قم البرز مرکزی یزد لرستان خراسان شمالی خراسان رضوی کرمانشاه کردستان اردبیل زنجان ایلام کرمان کهگیلویه و بویراحمد فارس چهارمحال و بختیاری آذربایجان شرقی مازندران گیلان #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: امدادی
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی احتمالی مدارس، ادارات و دانشگاه‌ها در خوزستان ضروری است.
4. محله: نامشخص"
#فوری🔴 مدارس #ایذه #چهارشنبه ۱۰ دی‌ماه نیز غیرحضوری شدبه‌دلیل پاکسازی مدارس از گل‌ولای ناشی ا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔴 مدارس #ایذه #چهارشنبه ۱۰ دی‌ماه نیز غیرحضوری شد به‌دلیل پاکسازی مدارس از گل‌ولای ناشی از سیلاب و کاهش دما به زیر صفر، تمامی مدارس شهرستان ایذه در نوبت صبح و عصر روز چهارشنبه به‌صورت غیرحضوری برگزار می‌شود. ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: High
3. اقدام: تعطیلی مدارس ایذه به دلیل سیلاب و پاکسازی گل‌ولای اعلام شد.
4. محله: نامشخص"
#اطلاعیه_فوری 🔥با توجه به کاهش شدید دما و آثار به جا مانده از سیلاب در شهرهای خوزستان ، احتما [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#اطلاعیه_فوری 🔥با توجه به کاهش شدید دما و آثار به جا مانده از سیلاب در شهرهای خوزستان ، احتمال تعطیلی برخی شهرهای خوزستان وجود دارد. 🔷در صورت تعطیلی مدارس، دانشگاه ها و ادارات از طریق این کانال اطلاع رسانی خواهد شد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: High
3. اقدام: اطلاع‌رسانی در خصوص احتمال تعطیلی مدارس، دانشگاه‌ها و ادارات خوزستان به دلیل کاهش دما و سیلاب.
4. محله: نامشخص"
#فوری ❄️٢۶استان فردا را به علت برودت هوا تعطیل اعلام کردنداستان های تعطیل شده تاکنون:تهران همد [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری ❄️٢۶استان فردا را به علت برودت هوا تعطیل اعلام کردند استان های تعطیل شده تاکنون: تهران همدان قم البرز مرکزی یزد لرستان خراسان شمالی خراسان رضوی کرمانشاه کردستان اردبیل زنجان ایلام کرمان کهگیلویه و بویراحمد قزوین فارس چهارمحال و بختیاری آذربایجان شرقی مازندران گلستان گیلان اصفهان سمنان آذرباریجان غربی #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس، ادارات و دانشگاه‌های خوزستان ضروری است.
4. محله: نامشخص
"
🚨 #اطلاعیه🔥 کلیه مدارس دزپارت در دو تایم صبح و عصر چهارشنبه تعطیل هستند🔹به محض تعطیلی دیگر  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🚨 #اطلاعیه 🔥 کلیه مدارس دزپارت در دو تایم صبح و عصر چهارشنبه تعطیل هستند 🔹به محض تعطیلی دیگر شهرهای خوزستان در همین کانال اطلاع رسانی خواهیم کرد #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: High
3. اقدام: تعطیلی مدارس دزپارت اهواز در روز چهارشنبه اعلام شد.
4. محله: دزپارت
"
🚨 #فوری🔥با تصمیم کارگروه مدیریت بحران شهرستان اندیکا فردا چهارشنبه دهم دی‌ماه ۱۴۰۴ کلیه مدار [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🚨 #فوری 🔥با تصمیم کارگروه مدیریت بحران شهرستان اندیکا فردا چهارشنبه دهم دی‌ماه ۱۴۰۴ کلیه مدارس بخش چلو در تایم صبح و عصر غیرحضوری می باشند. اطلاع رسانی کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,":
1. موضوع: امدادی
2. اولویت: High
3. اقدام: مدارس بخش چلو در شهرستان اندیکا فردا به دلیل شرایط بحرانی غیرحضوری خواهند بود.
4. محله: نامشخص"
#فوری_مهم🔥آیا با تعطیلی شهرهای خوزستان در روز چهارشنبه بدلیل سرما موافق هستید؟👇👇https://wha [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری_مهم 🔥آیا با تعطیلی شهرهای خوزستان در روز چهارشنبه بدلیل سرما موافق هستید؟👇👇 https://whatsapp.com/channel/0029VbBUidyG3R3nNW8spH0B/519,"1. موضوع: شهری
2. اولویت: Medium
3. اقدام: بررسی احتمال تعطیلی شهرها به دلیل سرما و نظر سنجی از شهروندان.
4. محله: نامشخص
"
#فوری 🔷️قابل توجه دانشجویان 🔥معاونت آموزشی وزارت علوم : دانشگاه‌ها و مؤسسات آموزش عالی مجاز  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔷️قابل توجه دانشجویان 🔥معاونت آموزشی وزارت علوم : دانشگاه‌ها و مؤسسات آموزش عالی مجاز هستند کلاس‌های هفته پایانی نیمسال جاری را به‌صورت غیرحضوری برگزار کنند #اطلاع_رسانی_کنید اخبار تعطیلی مدارس و ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Medium
3. اقدام: دانشگاه‌ها و مؤسسات آموزش عالی خوزستان مجاز به برگزاری غیرحضوری کلاس‌های هفته پایانی هستند.
4. محله: نامشخص
"
#فوری 🔥لیست شهرهای تعطیل خوزستان / 10 دی 👇👇https://eitaa.com/khozkhabarhttps://eitaa.com/kh [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔥لیست شهرهای تعطیل خوزستان / 10 دی 👇👇 https://eitaa.com/khozkhabar https://eitaa.com/khozkhabar,"
1. موضوع: شهری
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی شهرها در خوزستان ضروری است.
4. محله: نامشخص
"
🚨#اطلاعیه_فوری 🔥مدارس #مسجدسلیمان در روز چهارشنبه تعطیل شدند🔹فرمانداری مسجدسلیمان: باتوجه ب [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🚨#اطلاعیه_فوری 🔥مدارس #مسجدسلیمان در روز چهارشنبه تعطیل شدند 🔹فرمانداری مسجدسلیمان: باتوجه به برودت هوا و با تصمیم کارگروه مدیریت بحران شهرستان فردا چهارشنبه دهم دی‌ماه ۱۴۰۴ فعالیت کلیه مدارس شهرستان  در دو نوبت صبح و عصر به صورت غیرحضوری خواهند بود #اطلاع_رسانی_کنید اخبار تعطیلی مدارس و ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://eitaa.com/khozkhabar https://eitaa.com/khozkhabar,":
1. موضوع: امدادی
2. اولویت: High
3. اقدام: تعطیلی مدارس مسجدسلیمان به دلیل برودت هوا و برگزاری کلاس‌ها به صورت غیرحضوری.
4. محله: نامشخص (مسجدسلیمان یک شهر است، نه محله‌ی اهواز)"
#فوری 🔥لیست شهرهای تعطیل خوزستان / 10 دی 🔸 #دزپارت : کلیه مقاطع هردو شیفت🔸 #ایذه : کلیه مقا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری 🔥لیست شهرهای تعطیل خوزستان / 10 دی 🔸 #دزپارت : کلیه مقاطع هردو شیفت 🔸 #ایذه : کلیه مقاطع شیفت صبح 🔸 #بخش‌چلو_اندیکا : کلیه مقاطع دو شیفت 🔶️ #مسجدسلیمان دو نوبت صبح و عصر #اطلاع_رسانی_کنید اخبار تعطیلی مدارس و ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس و ادارات در خوزستان ضروری است.
4. محله: نامشخص
"
🔴پیش‌ بینی کاهش محسوس دما و یخ زدگی سطح زمین در خوزستان🔸محمد سبزه زاری گفت : بررسی نقشه‌های  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔴پیش‌ بینی کاهش محسوس دما و یخ زدگی سطح زمین در خوزستان 🔸محمد سبزه زاری گفت : بررسی نقشه‌های پیش یابی هواشناسی تا اواخر وقت امروز استان را تحت تاثیر سامانه بارشی نشان می‌دهد که سبب رگبار و رعدوبرق، وزش باد متوسط تا نسبتاً شدید همراه با تندباد‌های لحظه‌ای در نیمه شمالی و شرقی و بارش برف در ارتفاعات و احتمال ریزش تگرگ در نقاط مستعد خواهد شد. 🔸وی افزود : همچنین در قسمت‌های غربی، جنوبی و مرکزی وزش باد بصورت متوسط تا شدید همراه با تاثیر گرد و خاک عراقی پیش بینی می‌شود. 🔸سبزه زاری گفت : تا روز پنجشنبه شاهد کاهش محسوس دما در کل استان و یخ زدگی سطح زمین در مناطق شمالی و شرقی استان خواهیم بود. در این ایام وقوع پدیده مه یا مه رقیق صبحگاهی و شامگاهی بویژه در جاده‌های مواصلاتی استان سبب کاهش دید افقی خواهد شد. #اطلاع_رسانی_کنید ✅اخبار تعطیلی مدارس و ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: High
3. اقدام: به شهروندان توصیه می‌شود در مناطق شمالی و شرقی خوزستان مراقب یخ‌زدگی سطح زمین باشند و در صورت لزوم از تردد غیرضروری خودداری کنند.
4. محله: نامشخص"
#اطلاعیه_فوری🔥مدارس نوبت صبح لالی تعطیل شد🔷با تصمیم کارگروه اضطرار هوا و مدیریت بحران شهرستا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#اطلاعیه_فوری 🔥مدارس نوبت صبح لالی تعطیل شد 🔷با تصمیم کارگروه اضطرار هوا و مدیریت بحران شهرستان همچنین در پی برودت و سرمای هوا و افت شدید فشار گاز فردا چهارشنبه 10 دی ماه۱۴۰۴ مدارس شهرستان لالی در تمام مقاطع در تایم صبح به صورت غیر حضوری و در بستر شاد برگزار میگردند. #اطلاع_رسانی_کنید ✅اخبار تعطیلی مدارس و ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"1. موضوع: شهری
2. اولویت: Medium
3. اقدام: تعطیلی مدارس لالی به دلیل برودت هوا و افت فشار گاز اعلام شد.
4. محله: نامشخص
"
#فوری_مهم🔥شهرهای غیرحضوری خوزستان / 10 دی 🔸 #دزپارت : کلیه مقاطع هردو شیفت🔸 #ایذه : کلیه مق [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",#فوری_مهم 🔥شهرهای غیرحضوری خوزستان / 10 دی 🔸 #دزپارت : کلیه مقاطع هردو شیفت 🔸 #ایذه : کلیه مقاطع شیفت صبح 🔸 #بخش‌چلو_اندیکا : کلیه مقاطع دو شیفت 🔸 #مسجدسلیمان: کلیه مقاطع دو شیفت 🔸 #لالی: کلیه مقاطع شیفت صبح 🔹در حال بروز رسانی ... اخبار تعطیلی مدارس و ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس و ادارات در برخی شهرهای خوزستان.
4. محله: نامشخص"
[Photo] 🌱هر روز خود را با بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ شروع کنید🗓 امروز چهارشنبه [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🌱هر روز خود را با بِسْمِ اللَّـهِ الرَّحْمَـٰنِ الرَّحِيمِ شروع کنید 🗓 امروز چهارشنبه 🔹۱۰ دی ۱۴۰۴  خورشیدی 🔹۱۰ رجب ۱۴۴۷   قمری 🔹30 دسامبر 2025  میلادی رویدادها: ▪️ولادت حضرت امام جوادالائمه(ع) ذکر روز(۱۰۰ مرتبه): 📿 یا حَیُّ یا قَیّومُ - ای زنده ای پاینده اوقات شرعی به افق اهواز: 🔸اذان صبح:            05:49 🔸اذان ظهر:             12:18 🔸اذان مغرب:          17:42 🔸نیمه‌شب شرعی:   23:36 #تقویم_روز #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: متفرقه
2. اولویت: Low
3. اقدام: اطلاع‌رسانی اوقات شرعی و رویدادهای روز به شهروندان اهوازی.
4. محله: نامشخص"
[Photo] آغاز یخبندان در بسیاری از نقاط کشور🔹امروز نوار شرقی کشور، ورزش باد و کاهش دما و ارتفا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",آغاز یخبندان در بسیاری از نقاط کشور 🔹امروز نوار شرقی کشور، ورزش باد و کاهش دما و ارتفاعات آذربایجان غربی بارش برف دارد. همچنین شاهد کاهش محسوس دما، همراه با یخبندان در بیشتر مناطق کشور هستیم. 🔹فردا در بیشتر مناطق کشور، روند افزایش دما رخ می‌دهد. اما همچنان طی روز پنجشنبه، ارتفاعات زاگرس مرکزی و ارتفاعات شمال‌غرب کشور به شکل پراکنده بارش برف دارند. #هواشناسی #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: هواشناسی
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره‌یخبندان و کاهش دما در مناطق مختلف کشور، به ویژه خوزستان.
4. محله: نامشخص"
[Photo] آب کافی بنوشید🔹اگر مایعات کافی در بدن وجود نداشته باشد، دچار سردرد ثانویه می‌شوید.,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",آب کافی بنوشید 🔹اگر مایعات کافی در بدن وجود نداشته باشد، دچار سردرد ثانویه می‌شوید. یعنی به عنوان علامتی از یک مشکل دیگر در بدن (کم‌آبی) سردرد رخ می‌دهد. 🔹شدت سردردهای ناشی از کم آبی بدن می‌تواند زیاد و مانند سردردهای میگرنی باشد یا خفیف و قابل‌تحمل. بدن شما برای اینکه به‌درستی عمل کند، به آب و الکترولیت‌ها نیاز دارد. 🔹در بیشتر مواقع، با مصرف مایعات و مواد غذایی حاوی آب، کاهش مایعات و آب بدن جبران می‌شود. 🔹 روزانه هشت لیوان آب بنوشيد. 🔹 خیار، سبزیجات و میوه‌ها دارای مقادیری آب هستند و مصرف آنها برای جلوگیری از کم‌آبی بدن مفید است. #سالم_بمانیم #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: بهداشتی
2. اولویت: Medium
3. اقدام: برای جلوگیری از سردرد و حفظ سلامتی، روزانه به میزان کافی آب و مواد غذایی حاوی آب مصرف کنید.
4. محله: نامشخص"
♦️گزیده اخبار ۲۴ ساعت گذشته استان▪️با حضور مردم قدرشناس پیکر آیت الله سید علی شفیعی نماینده مر [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️گزیده اخبار ۲۴ ساعت گذشته استان ▪️با حضور مردم قدرشناس پیکر آیت الله سید علی شفیعی نماینده مردم استان در مجلس خبرگان رهبری تشییع ودرحرم علی بن مهزیاراهوازی به خاک سپرده شد. 💥استاندارخوزستان درپی جان باختن تعدادی ازشهروندان(5نفر) درسیلاب مناطق شمال وشرق استان پیام تسلیت صادرکرد. ❄️درارتفاعات دزپارت واندیکا بارش های بصورت برف بوده،مسیر برفگیر تاراز تا انتهای حوزه استان چهارمحال وبختیاری به علت بارش سنگین برف مسدود شد. 🌪️اداره کل هواشناسی نسبت به ورود گردوخاک به استان هشدار سطح نارنجی صادر کرد. 🚨فرماندار ایذه:مدارس شهرستان ایذه به علت شرایط پس از بارندگی فردا چهارشنبه غیرحضوری خواهند بود. 💢سرپرست بهداشت حمیدیه ازحضورگروه جهادی مرکزدرمانی علاج اهواز در روستا‌های شهرستان و ویزیت 300 نفرخبرداد. 📌مدیرعامل سد ونیروگاه مسجدسلیمان ازپایان موفقیت آمیزتعمیرات سالیانه واحد شماره 3 نیروگاه مسجدسلیمان خبرداد. 📍آرش نیک‌نژاد هنرمند خوزستانی مبدع سک تداعی برگزیده،بخش نقاشی دهمین جشنواره بین المللی  هنرآسمانی در قم شد. 🎼موسیقی مداراقتدار،تولید واحد شعر،موسیقی وسرود صدا وسیمای  خوزستان درمعاونت امور استان های سازمان صدا و سیما بعنوان یکی ازاثرات برتر وبرگزیده معرفی شد. 💠یعقوب لیث شخصیتی متکی به پشتوانه مردمی در برابر ظلم سرفرود نیاورد و به زبان فارسی جانی دوباره بخشید. ⛳️تیم ملی گلف با ترکیب سجاد کرم پور،سعید براتی،میلاد حاجی پور و قیس صفری زاده   چهار بازیکن خوزستانی عازم رنکینگ اوپن آماتور جهانی ترکیه شد. 🤼‍♂️مسابقات کشتی فرنگی جوانان قهرمانی کشوراز فردا به مدت سه روز به میزبانی اهواز برگزار می‌شود، قرعه کشی و جدول مسابقات  طبق اتحادیه جهانی کشتی  خواهد بود. 🏐تیم های کشت وصنعت نیشکرمیرزا کوچک خان و دعبل خزاعی به دوره مقدماتی مسابقات فوتسال کارگری کشور اعزام شدند. #گزیده_اخبار #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری/امدادی/محیط زیستی
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی درباره وضعیت سیل، گردوغبار و تعطیلی مدارس در خوزستان ضروری است.
4. محله: نامشخص"
[Photo] ♦️دادستان کل کشور: هرگونه تلاش برای تبدیل اعتراضات اقتصادی به ابزار ناامنی با واکنش قا [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️دادستان کل کشور: هرگونه تلاش برای تبدیل اعتراضات اقتصادی به ابزار ناامنی با واکنش قانونی مواجه خواهد شد حجت الاسلام موحدی آزاد: 🔹از منظر دستگاه قضایی، اعتراضات معیشتی مسالمت‌آمیز بخشی از واقعیت‌های اجتماعی و قابل درک بوده و باید از مسیر قانونی خود مورد توجه و پاسخ قرار گیرد. 🔹هرگونه تلاش برای تبدیل اعتراضات اقتصادی به ابزار ناامنی، تخریب اموال عمومی یا اجرای سناریوهای طراحی‌شده بیرونی، ناگزیر با واکنش قانونی، متناسب و قاطع مواجه خواهد شد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: دستگاه قضایی با اعتراضات مسالمت‌آمیز معیشتی برخورد نمی‌کند اما با هرگونه ناامنی و تخریب، قاطعانه مقابله خواهد کرد.
4. محله: نامشخص"
[Photo] 🔺راهنمای بقا در برف و کولاک!,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔺راهنمای بقا در برف و کولاک! #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: امدادی
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره تعطیلی مدارس و ادارات خوزستان به دلیل برف و کولاک.
4. محله: نامشخص"
[Photo] 🔥 #هم_اکنون | بهبهان تنها شهری که در وضعیت #خطرناک  آلودگی هوا قرار دارد.,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",🔥 #هم_اکنون | بهبهان تنها شهری که در وضعیت #خطرناک  آلودگی هوا قرار دارد. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: محیط زیست
2. اولویت: High
3. اقدام: اطلاع‌رسانی درباره وضعیت خطرناک آلودگی هوا در بهبهان و احتمال تعطیلی مدارس و ادارات.
4. محله: نامشخص"
[Photo] ♦️ظهوریان نماینده مشهد: حقوق کارمندان حداقل بگیر ۵۰ درصد افزایش خواهد داشت!,"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️ظهوریان نماینده مشهد: حقوق کارمندان حداقل بگیر ۵۰ درصد افزایش خواهد داشت! #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: شهری
2. اولویت: Medium
3. اقدام: اطلاع‌رسانی در مورد اخبار تعطیلی مدارس و ادارات خوزستان مورد نیاز است.
4. محله: نامشخص"
♦️خسارت هزار و ۸۰۰ میلیارد تومانی سیل به کشاورزی خوزستان🔹رئیس سازمان جهاد کشاورزی خوزستان با  [...],"شبکه خبری خوزستان

ارتباط با ما👇
@havaaye
رزرو آگهی و تبلیغات👇
@khz_34",♦️خسارت هزار و ۸۰۰ میلیارد تومانی سیل به کشاورزی خوزستان 🔹رئیس سازمان جهاد کشاورزی خوزستان با اشاره به خسارات گسترده بارندگی‌ها و آب‌گرفتگی‌های اخیر در استان، از واردشدن حدود هزار و ۸۰۰ میلیارد تومان خسارت به بخش کشاورزی خبر داد و گفت: خسارات کشاورزان سیل‌زده از طریق بیمه و حمایت‌های دولتی جبران می‌شود. #اطلاع_رسانی_کنید ✅ اخبار  تعطیلی مدارس و‌ادارات و دانشگاه های خوزستان را دنبال کنید👇 https://t.me/khozkhabar https://t.me/khozkhabar,"
1. موضوع: کشاورزی
2. اولویت: High
3. اقدام: جبران خسارات کشاورزان سیل‌زده از طریق بیمه و حمایت‌های دولتی در حال انجام است.
4. محله: نامشخص"
